step,time_s,true_x,true_y,true_z,true_vx,true_vy,true_vz,est_x,est_y,est_z,cmd_fx,cmd_fy,cmd_fz,range_m,dv_step,att_qw,att_qx,att_qy,att_qz,att_err_deg,att_aligned,mission_mode,fault_code,imu_ax,imu_ay,imu_az
106,107.000,-0.9655,165.6669,0.0000,-0.015663,-0.493866,0.000000,-0.8777,165.4691,-0.0700,0.5664,-0.1606,0.0000,166.1633,0.001178,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006999,-0.003328,-0.006028
107,108.000,-0.9811,165.1729,0.0000,-0.015646,-0.494138,0.000000,-0.8986,164.9213,-0.0186,0.5696,-0.1534,0.0000,165.6697,0.001180,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006141,0.022474,0.021127
108,109.000,-0.9968,164.6786,0.0000,-0.015627,-0.494396,0.000000,-0.9163,164.3936,-0.0682,0.5717,-0.1466,0.0000,165.1758,0.001181,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005991,0.002119,0.002415
109,110.000,-1.0124,164.1841,0.0000,-0.015600,-0.494641,0.000000,-0.9449,163.9290,-0.0981,0.5754,-0.1402,0.0000,164.6816,0.001185,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008319,-0.006289,-0.003734
110,111.000,-1.0279,163.6894,0.0000,-0.015562,-0.494874,0.000000,-0.9951,163.4311,-0.1041,0.5816,-0.1340,0.0000,164.1872,0.001194,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001273,0.013288,-0.009266
111,112.000,-1.0435,163.1944,0.0000,-0.015514,-0.495096,0.000000,-1.0351,162.9757,-0.0874,0.5866,-0.1281,0.0000,163.6926,0.001201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005663,0.013803,0.001683
112,113.000,-1.0590,162.6992,0.0000,-0.015470,-0.495306,0.000000,-1.0328,162.4512,-0.0483,0.5853,-0.1226,0.0000,163.1977,0.001196,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007962,0.002401,-0.000747
113,114.000,-1.0744,162.2038,0.0000,-0.015423,-0.495506,0.000000,-1.0497,161.8962,-0.0459,0.5863,-0.1174,0.0000,162.7026,0.001196,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.016875,-0.006916,0.002582
114,115.000,-1.0898,161.7082,0.0000,-0.015361,-0.495696,0.000000,-1.1119,161.4626,-0.0257,0.5945,-0.1123,0.0000,162.2073,0.001210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012552,-0.010648,0.005795
115,116.000,-1.1052,161.2124,0.0000,-0.015308,-0.495876,0.000000,-1.0918,161.0180,-0.0290,0.5905,-0.1076,0.0000,161.7118,0.001201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.018182,0.003197,-0.000337
116,117.000,-1.1204,160.7164,0.0000,-0.015250,-0.496048,0.000000,-1.1207,160.6236,-0.0109,0.5932,-0.1030,0.0000,161.2162,0.001204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007019,-0.000085,-0.022946
117,118.000,-1.1356,160.2204,0.0000,-0.015191,-0.496014,0.000000,-1.1333,160.1808,0.0185,0.5936,0.0000,0.0000,160.7203,0.001188,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000828,0.003900,0.001782
118,119.000,-1.1508,159.7244,0.0000,-0.015135,-0.495979,0.000000,-1.1258,159.7342,-0.0007,0.5918,0.0000,0.0000,160.2244,0.001184,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004964,0.000712,-0.009141
119,120.000,-1.1659,159.2283,0.0000,-0.015077,-0.496146,0.000000,-1.1473,159.2681,0.0248,0.5934,-0.1004,0.0000,159.7285,0.001204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012435,0.004935,-0.002371
120,121.000,-1.1810,158.7322,0.0000,-0.015014,-0.496112,0.000000,-1.1726,158.8605,0.0320,0.5957,0.0000,0.0000,159.2326,0.001192,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011462,0.016754,0.008707
121,122.000,-1.1959,158.2361,0.0000,-0.014949,-0.496079,0.000000,-1.1873,158.3542,0.0309,0.5969,0.0000,0.0000,158.7366,0.001194,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.015306,0.021767,0.002338
122,123.000,-1.2109,157.7400,0.0000,-0.014880,-0.496045,0.000000,-1.2129,157.8332,0.0406,0.5986,0.0000,0.0000,158.2406,0.001197,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004880,0.005558,0.011200
123,124.000,-1.2257,157.2440,0.0000,-0.014787,-0.496011,0.000000,-1.3057,157.2638,0.0411,0.6109,0.0000,0.0000,157.7447,0.001222,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005037,-0.001641,0.004800
124,125.000,-1.2404,156.7480,0.0000,-0.014701,-0.495978,0.000000,-1.2955,156.7847,-0.0046,0.6073,0.0000,0.0000,157.2488,0.001215,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008313,0.001313,0.021675
125,126.000,-1.2551,156.2520,0.0000,-0.014634,-0.496146,0.000000,-1.2388,156.2272,-0.0181,0.5980,-0.1004,0.0000,156.7529,0.001213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003679,-0.001927,-0.000998
126,127.000,-1.2697,155.7558,0.0000,-0.014579,-0.496113,0.000000,-1.2069,155.6662,-0.0235,0.5919,0.0000,0.0000,156.2570,0.001184,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001120,-0.009096,0.019455
127,128.000,-1.2843,155.2597,0.0000,-0.014523,-0.496080,0.000000,-1.2154,155.2146,0.0257,0.5924,0.0000,0.0000,155.7610,0.001185,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007781,-0.002396,-0.005602
128,129.000,-1.2988,154.7637,0.0000,-0.014461,-0.496047,0.000000,-1.2437,154.7861,0.0475,0.5955,0.0000,0.0000,155.2650,0.001191,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012102,0.009338,-0.006925
129,130.000,-1.3132,154.2676,0.0000,-0.014391,-0.496015,0.000000,-1.2796,154.3005,0.0048,0.5996,0.0000,0.0000,154.7691,0.001199,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005273,-0.002399,-0.026143
130,131.000,-1.3275,153.7716,0.0000,-0.014308,-0.495983,0.000000,-1.3361,153.9833,0.0259,0.6059,0.0000,0.0000,154.2732,0.001212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012001,0.009971,-0.009344
131,132.000,-1.3418,153.2757,0.0000,-0.014206,-0.495950,0.000000,-1.4126,153.5246,0.0701,0.6155,0.0000,0.0000,153.7774,0.001231,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.015506,-0.018747,0.002791
132,133.000,-1.3559,152.7796,0.0000,-0.014094,-0.496120,0.000000,-1.4596,152.9612,0.0559,0.6202,-0.1007,0.0000,153.2815,0.001257,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005341,-0.019053,-0.012213
133,134.000,-1.3700,152.2835,0.0000,-0.013981,-0.496088,0.000000,-1.4815,152.4403,0.1099,0.6214,0.0000,0.0000,152.7856,0.001243,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004991,0.009455,-0.014181
134,135.000,-1.3839,151.7875,0.0000,-0.013874,-0.496057,0.000000,-1.4696,151.9131,0.0428,0.6179,0.0000,0.0000,152.2897,0.001236,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012531,0.012546,0.007301
135,136.000,-1.3977,151.2914,0.0000,-0.013772,-0.496026,0.000000,-1.4745,151.4297,0.0316,0.6158,0.0000,0.0000,151.7938,0.001232,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.020952,-0.002291,0.022540
136,137.000,-1.4114,150.7954,0.0000,-0.013670,-0.495995,0.000000,-1.4811,150.8035,0.0314,0.6156,0.0000,0.0000,151.2979,0.001231,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000475,-0.018489,-0.001808
137,138.000,-1.4251,150.2994,0.0000,-0.013582,-0.495964,0.000000,-1.4487,150.3252,-0.0081,0.6086,0.0000,0.0000,150.8020,0.001218,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003314,-0.009067,-0.007506
138,139.000,-1.4386,149.8034,0.0000,-0.013508,-0.496134,0.000000,-1.4104,149.7767,-0.0229,0.6014,-0.1004,0.0000,150.3062,0.001220,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.024196,-0.009839,-0.005736
139,140.000,-1.4521,149.3073,0.0000,-0.013428,-0.496104,0.000000,-1.4415,149.3235,0.0144,0.6048,0.0000,0.0000,149.8103,0.001210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000416,0.013495,0.014984
140,141.000,-1.4655,148.8112,0.0000,-0.013347,-0.496074,0.000000,-1.4577,148.8685,-0.0315,0.6056,0.0000,0.0000,149.3143,0.001211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012097,0.013331,0.010428
141,142.000,-1.4788,148.3151,0.0000,-0.013250,-0.496044,0.000000,-1.5155,148.3272,0.0252,0.6131,0.0000,0.0000,148.8184,0.001227,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.017348,-0.021034,0.004616
142,143.000,-1.4920,147.8191,0.0000,-0.013169,-0.496014,0.000000,-1.4734,147.7435,0.0549,0.6052,0.0000,0.0000,148.3225,0.001211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.023347,-0.003470,0.005262
143,144.000,-1.5051,147.3231,0.0000,-0.013104,-0.495984,0.000000,-1.4292,147.2780,0.0337,0.5974,0.0000,0.0000,147.8266,0.001195,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008615,0.009773,0.002014
144,145.000,-1.5182,146.8271,0.0000,-0.013024,-0.495955,0.000000,-1.4832,146.7198,0.0252,0.6050,0.0000,0.0000,147.3308,0.001210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002662,-0.004267,0.000673
145,146.000,-1.5311,146.3311,0.0000,-0.012920,-0.496126,0.000000,-1.5734,146.2652,-0.0070,0.6169,-0.1003,0.0000,146.8350,0.001250,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011228,-0.013073,-0.008869
146,147.000,-1.5440,145.8350,0.0000,-0.012828,-0.496097,0.000000,-1.5445,145.7107,-0.0234,0.6110,0.0000,0.0000,146.3391,0.001222,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001562,-0.010389,0.003196
147,148.000,-1.5568,145.3389,0.0000,-0.012728,-0.496068,0.000000,-1.5815,145.2532,-0.0113,0.6150,0.0000,0.0000,145.8431,0.001230,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004343,0.003867,0.006064
148,149.000,-1.5695,144.8428,0.0000,-0.012639,-0.496040,0.000000,-1.5557,144.7430,-0.0607,0.6092,0.0000,0.0000,145.3472,0.001219,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001690,0.008366,0.002295
149,150.000,-1.5821,144.3468,0.0000,-0.012559,-0.496011,0.000000,-1.5354,144.2141,-0.0818,0.6053,0.0000,0.0000,144.8513,0.001211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004964,-0.008725,-0.001443
150,151.000,-1.5946,143.8508,0.0000,-0.012482,-0.495983,0.000000,-1.5301,143.7812,-0.0462,0.6032,0.0000,0.0000,144.3555,0.001207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002319,0.008287,-0.002746
151,152.000,-1.6071,143.3548,0.0000,-0.012413,-0.495955,0.000000,-1.5114,143.2430,-0.0639,0.5997,0.0000,0.0000,143.8596,0.001200,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011464,0.014654,0.006566
152,153.000,-1.6194,142.8588,0.0000,-0.012328,-0.496128,0.000000,-1.5674,142.7430,-0.0750,0.6074,-0.1003,0.0000,143.3638,0.001232,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011578,0.002786,0.013199
153,154.000,-1.6317,142.3627,0.0000,-0.012249,-0.496100,0.000000,-1.5599,142.3256,-0.0669,0.6044,0.0000,0.0000,142.8680,0.001209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.010362,0.004978,0.000659
154,155.000,-1.6439,141.8666,0.0000,-0.012161,-0.496072,0.000000,-1.5949,141.8123,-0.1188,0.6090,0.0000,0.0000,142.3720,0.001218,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006119,-0.008639,-0.004643
155,156.000,-1.6560,141.3705,0.0000,-0.012069,-0.496045,0.000000,-1.6182,141.3768,-0.0558,0.6114,0.0000,0.0000,141.8761,0.001223,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004193,0.002435,-0.003103
156,157.000,-1.6681,140.8745,0.0000,-0.011980,-0.496018,0.000000,-1.6145,140.8954,0.0050,0.6098,0.0000,0.0000,141.3802,0.001220,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005234,-0.006681,0.001937
157,158.000,-1.6800,140.3785,0.0000,-0.011890,-0.495991,0.000000,-1.6219,140.3556,0.0017,0.6097,0.0000,0.0000,140.8844,0.001220,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.018203,-0.018948,0.008771
158,159.000,-1.6918,139.8825,0.0000,-0.011799,-0.495964,0.000000,-1.6362,139.8493,-0.0325,0.6106,0.0000,0.0000,140.3885,0.001222,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003686,0.001584,0.021553
159,160.000,-1.7036,139.3866,0.0000,-0.011684,-0.495938,0.000000,-1.7137,139.3709,-0.0306,0.6229,0.0000,0.0000,139.8927,0.001246,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006517,-0.002162,0.017561
160,161.000,-1.7152,138.8905,0.0000,-0.011568,-0.496112,0.000000,-1.7305,138.8997,-0.0361,0.6233,-0.1002,0.0000,139.3970,0.001263,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010761,-0.006027,-0.011707
161,162.000,-1.7267,138.3944,0.0000,-0.011458,-0.496086,0.000000,-1.7214,138.3856,-0.0265,0.6201,0.0000,0.0000,138.9011,0.001240,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005502,-0.006210,0.005180
162,163.000,-1.7381,137.8984,0.0000,-0.011351,-0.496060,0.000000,-1.7222,137.8236,-0.0225,0.6186,0.0000,0.0000,138.4052,0.001238,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.000886,0.000425,-0.004593
163,164.000,-1.7494,137.4023,0.0000,-0.011235,-0.496035,0.000000,-1.7549,137.2765,0.0093,0.6234,0.0000,0.0000,137.9093,0.001247,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.009460,0.000811,-0.005567
164,165.000,-1.7606,136.9063,0.0000,-0.011112,-0.496010,0.000000,-1.7870,136.7163,0.0151,0.6268,0.0000,0.0000,137.4135,0.001254,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005790,-0.000418,0.004092
165,166.000,-1.7716,136.4103,0.0000,-0.010987,-0.495985,0.000000,-1.8031,136.2349,0.0244,0.6281,0.0000,0.0000,136.9176,0.001256,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006274,-0.000226,0.000915
166,167.000,-1.7826,135.9143,0.0000,-0.010861,-0.495960,0.000000,-1.8184,135.8016,0.0199,0.6283,0.0000,0.0000,136.4218,0.001257,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.019911,0.000780,0.001422
167,168.000,-1.7934,135.4184,0.0000,-0.010742,-0.495936,0.000000,-1.8070,135.2474,-0.0247,0.6247,0.0000,0.0000,135.9260,0.001250,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011064,0.005401,-0.028673
168,169.000,-1.8040,134.9225,0.0000,-0.010633,-0.495912,0.000000,-1.7885,134.8088,-0.0590,0.6199,0.0000,0.0000,135.4303,0.001240,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000135,0.006667,0.002743
169,170.000,-1.8146,134.4265,0.0000,-0.010507,-0.496088,0.000000,-1.8439,134.2599,-0.0353,0.6282,-0.1003,0.0000,134.9345,0.001273,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011764,0.012151,-0.002483
170,171.000,-1.8251,133.9304,0.0000,-0.010373,-0.496065,0.000000,-1.8751,133.7762,-0.0303,0.6323,0.0000,0.0000,134.4387,0.001265,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006582,0.011005,0.007749
171,172.000,-1.8354,133.4343,0.0000,-0.010251,-0.496042,0.000000,-1.8625,133.3925,-0.0379,0.6266,0.0000,0.0000,133.9428,0.001253,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010747,-0.005610,0.000926
172,173.000,-1.8456,132.9383,0.0000,-0.010132,-0.496019,0.000000,-1.8655,132.8629,-0.0361,0.6251,0.0000,0.0000,133.4470,0.001251,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010804,-0.009006,0.001153
173,174.000,-1.8556,132.4423,0.0000,-0.010000,-0.495996,0.000000,-1.9060,132.3915,0.0096,0.6314,0.0000,0.0000,132.9511,0.001263,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005419,-0.004754,-0.007583
174,175.000,-1.8656,131.9463,0.0000,-0.009864,-0.495973,0.000000,-1.9272,131.9438,0.0134,0.6336,0.0000,0.0000,132.4553,0.001268,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008189,0.007632,0.016654
175,176.000,-1.8754,131.4503,0.0000,-0.009726,-0.495951,0.000000,-1.9456,131.4549,0.0372,0.6341,0.0000,0.0000,131.9595,0.001269,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.019867,-0.011623,0.001656
176,177.000,-1.8850,130.9544,0.0000,-0.009570,-0.495930,0.000000,-2.0028,130.9739,0.0536,0.6435,0.0000,0.0000,131.4637,0.001287,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002359,-0.000540,0.007756
177,178.000,-1.8945,130.4585,0.0000,-0.009438,-0.495908,0.000000,-1.9490,130.4829,0.0735,0.6312,0.0000,0.0000,130.9680,0.001263,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003717,0.012468,-0.017302
178,179.000,-1.9039,129.9626,0.0000,-0.009322,-0.495887,0.000000,-1.9204,129.9011,0.0414,0.6235,0.0000,0.0000,130.4722,0.001247,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.016291,-0.004193,-0.007588
179,180.000,-1.9131,129.4666,0.0000,-0.009197,-0.496067,0.000000,-1.9486,129.4083,0.0219,0.6279,-0.1003,0.0000,129.9765,0.001272,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002940,0.002993,-0.002662
180,181.000,-1.9223,128.9706,0.0000,-0.009072,-0.496046,0.000000,-1.9566,128.9757,0.0452,0.6285,0.0000,0.0000,129.4807,0.001257,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001305,-0.000517,0.006807
181,182.000,-1.9313,128.4745,0.0000,-0.008961,-0.496026,0.000000,-1.9251,128.4129,0.0477,0.6208,0.0000,0.0000,128.9849,0.001242,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005966,-0.007883,0.020635
182,183.000,-1.9402,127.9785,0.0000,-0.008859,-0.496006,0.000000,-1.9032,127.8663,0.0705,0.6165,0.0000,0.0000,128.4890,0.001233,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006566,0.001390,0.005599
183,184.000,-1.9490,127.4825,0.0000,-0.008756,-0.495986,0.000000,-1.9117,127.3644,0.0145,0.6172,0.0000,0.0000,127.9932,0.001235,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008585,0.007106,0.004272
184,185.000,-1.9577,126.9865,0.0000,-0.008645,-0.495966,0.000000,-1.9360,126.8202,0.0267,0.6212,0.0000,0.0000,127.4974,0.001243,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012202,0.000028,0.006747
185,186.000,-1.9663,126.4906,0.0000,-0.008537,-0.495947,0.000000,-1.9358,126.3844,0.0217,0.6199,0.0000,0.0000,127.0016,0.001240,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011833,0.000859,-0.007485
186,187.000,-1.9748,125.9946,0.0000,-0.008437,-0.495928,0.000000,-1.9162,125.9092,0.0082,0.6152,0.0000,0.0000,126.5059,0.001231,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006913,-0.004369,-0.025718
187,188.000,-1.9832,125.4987,0.0000,-0.008328,-0.495909,0.000000,-1.9471,125.4674,-0.0113,0.6202,0.0000,0.0000,126.0101,0.001241,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006354,-0.006191,0.010591
188,189.000,-1.9914,125.0028,0.0000,-0.008204,-0.495890,0.000000,-1.9886,124.9851,-0.0008,0.6276,0.0000,0.0000,125.5144,0.001255,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000999,0.008563,0.015315
189,190.000,-1.9996,124.5069,0.0000,-0.008107,-0.495872,0.000000,-1.9282,124.4849,-0.0226,0.6143,0.0000,0.0000,125.0187,0.001229,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.025340,0.002917,-0.001318
190,191.000,-2.0077,124.0110,0.0000,-0.008006,-0.496054,0.000000,-1.9380,123.9262,-0.0030,0.6161,-0.1002,0.0000,124.5230,0.001249,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.015981,-0.023470,0.001622
191,192.000,-2.0156,123.5149,0.0000,-0.007916,-0.496036,0.000000,-1.9067,123.4515,-0.0268,0.6106,0.0000,0.0000,124.0272,0.001222,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012196,0.011054,0.004416
192,193.000,-2.0235,123.0189,0.0000,-0.007804,-0.496018,0.000000,-1.9647,122.9450,-0.0530,0.6218,0.0000,0.0000,123.5314,0.001244,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008832,-0.024292,0.006646
193,194.000,-2.0312,122.5229,0.0000,-0.007689,-0.496001,0.000000,-1.9768,122.5251,0.0046,0.6237,0.0000,0.0000,123.0355,0.001248,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.014813,0.000398,0.008430
194,195.000,-2.0388,122.0269,0.0000,-0.007560,-0.495984,0.000000,-2.0145,121.9909,-0.0330,0.6299,0.0000,0.0000,122.5397,0.001260,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.017071,0.004563,0.008834
195,196.000,-2.0463,121.5309,0.0000,-0.007436,-0.495967,0.000000,-2.0100,121.5391,-0.0523,0.6278,0.0000,0.0000,122.0439,0.001256,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003121,-0.005958,-0.020960
196,197.000,-2.0537,121.0350,0.0000,-0.007303,-0.495950,0.000000,-2.0378,121.0694,-0.0293,0.6326,0.0000,0.0000,121.5482,0.001266,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004272,-0.004501,-0.009158
197,198.000,-2.0609,120.5390,0.0000,-0.007145,-0.495934,0.000000,-2.0938,120.5176,-0.0208,0.6444,0.0000,0.0000,121.0524,0.001289,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008281,-0.014277,-0.015626
198,199.000,-2.0680,120.0431,0.0000,-0.007000,-0.495918,0.000000,-2.0762,120.0418,-0.0496,0.6385,0.0000,0.0000,120.5566,0.001277,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003907,-0.009834,0.004681
199,200.000,-2.0749,119.5472,0.0000,-0.006843,-0.495902,0.000000,-2.1063,119.6047,-0.0308,0.6441,0.0000,0.0000,120.0609,0.001289,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000773,-0.002097,-0.002382
200,201.000,-2.0817,119.0513,0.0000,-0.006688,-0.495887,0.000000,-2.1142,119.0837,-0.0228,0.6432,0.0000,0.0000,119.5652,0.001287,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006388,0.005502,-0.003860
201,202.000,-2.0883,118.5554,0.0000,-0.006522,-0.495872,0.000000,-2.1445,118.6160,-0.0201,0.6490,0.0000,0.0000,119.0695,0.001298,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010019,0.009456,0.010568
202,203.000,-2.0947,118.0596,0.0000,-0.006360,-0.495858,0.000000,-2.1415,118.1130,-0.0143,0.6466,0.0000,0.0000,118.5738,0.001294,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006644,-0.009349,-0.004349
203,204.000,-2.1010,117.5637,0.0000,-0.006209,-0.495843,0.000000,-2.1209,117.5884,0.0077,0.6414,0.0000,0.0000,118.0781,0.001283,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006484,0.001491,-0.004858
204,205.000,-2.1072,117.0679,0.0000,-0.006057,-0.495830,0.000000,-2.1278,117.0514,0.0010,0.6419,0.0000,0.0000,117.5825,0.001284,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010194,0.019992,0.006100
205,206.000,-2.1131,116.5720,0.0000,-0.005881,-0.495816,0.000000,-2.1864,116.4949,0.0261,0.6534,0.0000,0.0000,117.0868,0.001307,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003336,-0.007811,-0.007427
206,207.000,-2.1189,116.0762,0.0000,-0.005715,-0.495803,0.000000,-2.1709,116.0079,-0.0094,0.6487,0.0000,0.0000,116.5912,0.001298,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008792,-0.003508,-0.014075
207,208.000,-2.1246,115.5804,0.0000,-0.005556,-0.495790,0.000000,-2.1561,115.5068,0.0066,0.6453,0.0000,0.0000,116.0956,0.001291,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005882,0.011905,-0.002496
208,209.000,-2.1300,115.0846,0.0000,-0.005413,-0.495978,0.000000,-2.1304,115.0298,-0.0092,0.6373,-0.1000,0.0000,115.6000,0.001291,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003917,-0.000070,0.010119
209,210.000,-2.1354,114.5886,0.0000,-0.005264,-0.495966,0.000000,-2.1505,114.5959,0.0154,0.6406,0.0000,0.0000,115.1043,0.001282,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011910,0.006279,0.000694
210,211.000,-2.1406,114.0926,0.0000,-0.005103,-0.495954,0.000000,-2.1752,114.0773,0.0060,0.6466,0.0000,0.0000,114.6085,0.001294,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012128,0.003487,0.005263
211,212.000,-2.1456,113.5967,0.0000,-0.004948,-0.495943,0.000000,-2.1643,113.5810,-0.0181,0.6431,0.0000,0.0000,114.1127,0.001287,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.027640,0.006825,-0.006142
212,213.000,-2.1505,113.1007,0.0000,-0.004793,-0.495932,0.000000,-2.1729,113.0993,-0.0195,0.6436,0.0000,0.0000,113.6169,0.001288,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001647,-0.015389,-0.004556
213,214.000,-2.1552,112.6048,0.0000,-0.004647,-0.495922,0.000000,-2.1520,112.6184,0.0181,0.6387,0.0000,0.0000,113.1212,0.001278,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.014458,0.010045,0.010620
